group,key,english,hindi,santali_current,santali_corrected,reviewer_note,edit_in_file
3 · Certification and records,cert_weak_crypto,"This device could not use hardware-grade signing, so certificates it issues carry a weaker signature. Verification still detects tampering.","यह डिवाइस हार्डवेयर-स्तर हस्ताक्षर नहीं कर सका, इसलिए इससे जारी प्रमाणपत्रों का हस्ताक्षर कमज़ोर है। सत्यापन अब भी छेड़छाड़ पकड़ता है।","ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱦᱟᱨᱰᱣᱮᱨ ᱛᱚᱨᱟᱦ ᱥᱩᱦᱤ ᱵᱟᱝ ᱵᱮᱵᱷᱟᱨ ᱫᱟᱲᱮ ᱞᱮᱱᱟ, ᱚᱱᱟᱛᱮ ᱱᱚᱰᱮ ᱠᱷᱚᱱ ᱮᱢ ᱠᱟᱱ ᱯᱚᱨᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱥᱩᱦᱤ ᱞᱟᱲᱟᱭ ᱾ ᱡᱟᱹᱨᱩᱭ ᱫᱚ ᱛᱟᱦᱮᱸᱱ ᱦᱚᱸ ᱦᱟᱹᱴᱤᱧ ᱵᱟᱰᱟᱭᱮᱫᱟ ᱾",,,i18nSantali.js
3 · Certification and records,ch_active_days,days trained,दिन प्रशिक्षण,ᱢᱟᱦᱟᱸ ᱛᱟᱞᱤᱢ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_ago,ago,पहले,ᱞᱟᱦᱟ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_decay_label,Readiness if you do not refresh,रिफ्रेश न करने पर तैयारी,ᱫᱚᱦᱲᱟ ᱵᱟᱝ ᱛᱟᱞᱤᱢ ᱠᱷᱟᱱ ᱛᱮᱭᱟᱨᱤ,,,i18nSantali.js
3 · Certification and records,ch_falls_below,Drops below the pass mark in,पास अंक से नीचे गिरेगा,ᱯᱟᱥ ᱱᱚᱢᱵᱚᱨ ᱠᱷᱚᱱ ᱞᱟᱛᱟᱨ ᱜᱤᱛᱤᱡᱚᱜᱼᱟ,,,i18nSantali.js
3 · Certification and records,ch_from_now,from now,बाद,ᱛᱟᱭᱚᱢ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_just_now,just now,अभी,ᱱᱤᱛᱚᱜ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_today,today,आज,ᱛᱮᱦᱮᱸ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_trend_down,declining,गिर रहा है,ᱠᱚᱢ ᱠᱟᱱᱟ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_trend_up,improving,सुधर रहा है,ᱠᱟᱹᱴᱤᱡ ᱠᱟᱱᱟ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_unit_day,days,दिन,ᱢᱟᱦᱟᱸ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_unit_hour,hr,घंटे,ᱴᱟᱲᱟᱝ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_unit_min,min,मिनट,ᱢᱤᱱᱤᱴ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,ch_unit_month,months,महीने,ᱡᱟᱹᱨᱩᱫ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,chain_BAD_HASH,Record was altered after signing,हस्ताक्षर के बाद रिकॉर्ड बदला गया,ᱥᱩᱦᱤ ᱛᱟᱭᱚᱢ ᱨᱮᱠᱚᱰ ᱵᱚᱫᱚᱞ ᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,chain_BAD_SIGNATURE,Signature does not verify,हस्ताक्षर सत्यापित नहीं,ᱥᱩᱦᱤ ᱵᱟᱝ ᱡᱟᱹᱨᱩᱭ ᱦᱩᱭ ᱞᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,chain_BROKEN_LINK,Record does not link to the one before it,रिकॉर्ड पिछले से नहीं जुड़ता,ᱨᱮᱠᱚᱰ ᱟᱭᱟᱜ ᱞᱟᱦᱟᱛᱮ ᱵᱟᱝ ᱡᱚᱲᱟᱣ ᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,chain_DOMAIN_MISMATCH,Record covers a different set of domains,रिकॉर्ड अलग डोमेन सेट का है,ᱨᱮᱠᱚᱰ ᱮᱴᱟᱜ ᱮᱞᱟᱠᱟ ᱨᱮᱭᱟᱜ ᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,chain_FORK,Two records claim the same position,दो रिकॉर्ड एक ही स्थान का दावा करते हैं,ᱵᱟᱨᱭᱟ ᱨᱮᱠᱚᱰ ᱢᱤᱫ ᱜᱮ ᱡᱟᱭᱜᱟ ᱫᱟᱵᱤ ᱮᱫᱟ,,,i18nSantali.js
3 · Certification and records,chain_OK,Intact,अक्षुण्ण,ᱴᱷᱤᱠ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,chain_SEQ_GAP,A record is missing from the sequence,क्रम में एक रिकॉर्ड गायब,ᱠᱨᱚᱢ ᱨᱮ ᱢᱤᱫ ᱨᱮᱠᱚᱰ ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ,,,i18nSantali.js
3 · Certification and records,chain_UNKNOWN_SIGNER,Signed by a device this phone does not know,अज्ञात डिवाइस द्वारा हस्ताक्षरित,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱵᱟᱝ ᱵᱟᱰᱟᱭ ᱠᱟᱱ ᱡᱤᱱᱤᱥ ᱛᱮ ᱥᱩᱦᱤ ᱦᱩᱭ ᱟᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,chain_UNSUPPORTED_VERSION,Record uses a newer format,रिकॉर्ड नए फॉर्मेट में है,ᱨᱮᱠᱚᱰ ᱱᱟᱶᱟ ᱯᱷᱚᱨᱢᱮᱴ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ,,,i18nSantali.js
3 · Certification and records,verify_eyebrow,Certificate Verification,प्रमाणपत्र सत्यापन,ᱯᱚᱨᱢᱟᱱ ᱡᱟᱹᱨᱩᱭ,,,i18nSantali.js
3 · Certification and records,verify_invalid,Certificate Not Found,प्रमाणपत्र नहीं मिला,ᱯᱚᱨᱢᱟᱱ ᱵᱟᱝ ᱧᱟᱢ ᱞᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,verify_invalid_desc,This certificate ID does not match any issued certificate on this device.,यह प्रमाणपत्र आईडी इस डिवाइस पर जारी किए गए किसी भी प्रमाणपत्र से मेल नहीं खाती।,ᱱᱚᱶᱟ ᱯᱚᱨᱢᱟᱱ ID ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱨᱮ ᱮᱢ ᱠᱟᱱ ᱡᱟᱦᱟᱸ ᱯᱚᱨᱢᱟᱱ ᱥᱟᱶ ᱵᱟᱝ ᱢᱮᱞᱟᱣ ᱠᱟᱱᱟ ᱾,,,i18nSantali.js
3 · Certification and records,verify_issued,Issued,जारी किया गया,ᱮᱢ ᱮᱱᱟ,,,i18nSantali.js
3 · Certification and records,verify_title,Certificate Check,प्रमाणपत्र जांच,ᱯᱚᱨᱢᱟᱱ ᱡᱟᱹᱨᱩᱭ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,vf_check_now,Verify,सत्यापित करें,ᱡᱟᱹᱨᱩᱭ ᱢᱮ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,vf_genuine,Genuine and unaltered,असली और अपरिवर्तित,ᱥᱟᱹᱨᱤ ᱟᱨ ᱵᱟᱝ ᱵᱚᱫᱚᱞ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,vf_in_ledger,Present in this phone’s ledger and correctly linked,इस फ़ोन के लेजर में मौजूद और सही जुड़ा,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮᱭᱟᱜ ᱞᱮᱡᱚᱨ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱴᱷᱤᱠ ᱡᱚᱲᱟᱣ ᱟᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,vf_not_in_ledger,Not in this phone’s ledger — verified from the QR alone,इस फ़ोन के लेजर में नहीं — केवल QR से सत्यापित,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮᱭᱟᱜ ᱞᱮᱡᱚᱨ ᱨᱮ ᱵᱟᱝ — QR ᱠᱷᱚᱱ ᱜᱮ ᱡᱟᱹᱨᱩᱭ ᱦᱩᱭ ᱟᱠᱟᱱᱟ,,,i18nSantali.js
3 · Certification and records,vf_offline_ok,Verified offline,ऑफ़लाइन सत्यापित,ᱚᱯᱷᱞᱟᱭᱤᱱ ᱡᱟᱹᱨᱩᱭ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,vf_paste_placeholder,Paste JGK1… here,JGK1… यहाँ पेस्ट करें,JGK1… ᱱᱚᱰᱮ ᱮᱢ ᱢᱮ,,,i18nSantali.js
3 · Certification and records,vf_scan_or_paste,"Scan a certificate QR, or paste its code","प्रमाणपत्र QR स्कैन करें, या कोड पेस्ट करें","ᱯᱚᱨᱢᱟᱱ QR ᱥᱠᱮᱱ ᱢᱮ, ᱥᱮ ᱟᱭᱟᱜ ᱠᱚᱰ ᱮᱢ ᱢᱮ",,,i18nSantali.js
3 · Certification and records,vf_signer_known,Signing device is known to this phone,हस्ताक्षर करने वाला डिवाइस ज्ञात है,ᱥᱩᱦᱤ ᱡᱤᱱᱤᱥ ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱵᱟᱰᱟᱭᱮᱫᱟ,,,i18nSantali.js
3 · Certification and records,vf_signer_unknown,"Signature is valid, but this phone has not met the issuing device. Confirm the site before accepting.","हस्ताक्षर वैध है, पर यह फ़ोन जारीकर्ता डिवाइस को नहीं जानता। स्वीकार करने से पहले साइट की पुष्टि करें।","ᱥᱩᱦᱤ ᱴᱷᱤᱠ ᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱮᱢᱚᱜᱤᱡ ᱡᱤᱱᱤᱥ ᱵᱟᱝ ᱵᱟᱰᱟᱭᱮᱫᱟ ᱾ ᱢᱟᱱᱟᱣ ᱞᱟᱦᱟ ᱴᱷᱟᱶ ᱥᱟᱹᱨᱤ ᱢᱮ ᱾",,,i18nSantali.js
3 · Certification and records,vf_tampered,This certificate has been tampered with,इस प्रमाणपत्र से छेड़छाड़ हुई है,ᱱᱚᱶᱟ ᱯᱚᱨᱢᱟᱱ ᱨᱮ ᱦᱟᱹᱴᱤᱧ ᱦᱩᱭ ᱟᱠᱟᱱᱟ,,,i18n.js / i18nJaagruk.js
3 · Certification and records,vf_unreadable,That is not a Jaagruk certificate.,यह जागरुक प्रमाणपत्र नहीं है।,ᱱᱚᱶᱟ ᱡᱟᱜᱨᱩᱠ ᱯᱚᱨᱢᱟᱱ ᱵᱟᱝ ᱠᱟᱱᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_auth_warning,"This PIN is a local speed bump, not real authorization. A production deployment needs server-issued roles — see the architecture notes.","यह पिन स्थानीय अवरोध है, वास्तविक प्राधिकरण नहीं। उत्पादन परिनियोजन के लिए सर्वर-जारी भूमिकाएं चाहिए।","ᱱᱚᱶᱟ ᱯᱤᱱ ᱫᱚ ᱠᱷᱟᱲᱤᱡ ᱨᱚᱠᱚᱴ ᱜᱮ ᱠᱟᱱᱟ, ᱥᱟᱹᱨᱤ ᱦᱩᱠᱩᱢ ᱵᱟᱝ ᱾ ᱥᱟᱹᱨᱤ ᱵᱮᱵᱷᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱨᱵᱷᱟᱨ ᱠᱷᱚᱱ ᱮᱢ ᱠᱟᱱ ᱨᱚᱞ ᱞᱟᱹᱠᱛᱤ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,ad_export_dgms,Export compliance bundle,अनुपालन बंडल निर्यात करें,ᱠᱟᱱᱩᱱ ᱵᱟᱱᱰᱚᱞ ᱵᱟᱦᱨᱮ ᱠᱩᱞ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_enter,Enter supervisor PIN,सुपरवाइज़र पिन लिखें,ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱯᱤᱱ ᱚᱞ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_lock,Lock dashboard,डैशबोर्ड लॉक करें,ᱰᱮᱥᱵᱚᱨᱰ ᱛᱟᱞᱟ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_set_body,No PIN is set yet. Choose one to protect this dashboard on a shared phone.,अभी कोई पिन नहीं है। साझा फ़ोन पर इस डैशबोर्ड की सुरक्षा के लिए एक चुनें।,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱯᱤᱱ ᱵᱟᱝ ᱾ ᱡᱟᱨᱣᱟ ᱯᱷᱚᱱ ᱨᱮ ᱱᱚᱶᱟ ᱰᱮᱥᱵᱚᱨᱰ ᱨᱠᱷᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱵᱟᱪᱷᱟᱣ ᱢᱮ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_set_title,Set a supervisor PIN,सुपरवाइज़र पिन सेट करें,ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱯᱤᱱ ᱛᱮᱭᱟᱨ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_title,Supervisor access,सुपरवाइज़र पहुंच,ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱵᱚᱞᱚ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_unlock,Unlock,खोलें,ᱡᱷᱤᱡ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_gate_wrong,Wrong PIN.,गलत पिन।,ᱵᱷᱩᱞ ᱯᱤᱱ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_gossip_desc,"When the pit has no network, connect to a supervisor phone and pass the records across directly. They upload when they surface.","जब खदान में नेटवर्क न हो, सुपरवाइज़र फ़ोन से जुड़ें और रिकॉर्ड सीधे भेजें। वे ऊपर आकर अपलोड कर देंगे।","ᱠᱷᱟᱰ ᱨᱮ ᱱᱮᱴᱣᱟᱨᱠ ᱵᱟᱝ ᱛᱟᱦᱮᱸᱠᱷᱟᱱ, ᱥᱩᱯᱚᱨᱣᱟᱭᱡᱚᱨ ᱯᱷᱚᱱ ᱥᱟᱶ ᱡᱚᱲᱟᱣ ᱢᱮ ᱟᱨ ᱨᱮᱠᱚᱰ ᱠᱚ ᱥᱚᱡᱷᱮ ᱠᱩᱞ ᱢᱮ ᱾ ᱩᱱᱠᱩ ᱩᱯᱨᱩᱢ ᱠᱟᱛᱮ ᱟᱯᱞᱳᱰ ᱠᱚ ᱮᱢᱟ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,ad_gossip_title,Hand off to a nearby phone,पास के फ़ोन को सौंपें,ᱱᱟᱜᱟᱢ ᱯᱷᱚᱱ ᱛᱮ ᱮᱢ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_hazard_ack,Acknowledge,स्वीकार करें,ᱢᱟᱱᱟᱣ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_hazard_dismiss,Dismiss,खारिज करें,ᱚᱰᱚᱠ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_hazard_reopen,Reopen,फिर खोलें,ᱫᱚᱦᱲᱟ ᱡᱷᱤᱡ,,,i18nSantali.js
4 · Supervisor surfaces,ad_hazard_resolve,Mark fixed,ठीक चिह्नित करें,ᱴᱷᱤᱠ ᱢᱮᱱ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_hazards_none,No hazard reports yet.,अभी कोई खतरा रिपोर्ट नहीं।,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱡᱚᱠᱷᱚᱢ ᱠᱷᱚᱵᱚᱨ ᱵᱟᱝ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_hesitation_desc,These workers answered correctly but slowly. On paper they passed; under pressure they are the ones who freeze. Target them for a repeat drill.,इन श्रमिकों ने सही पर धीमे उत्तर दिए। कागज़ पर वे पास हैं; दबाव में यही रुक जाते हैं। इन्हें दोबारा ड्रिल कराएं।,"ᱱᱚᱶᱟ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱠᱚ ᱴᱷᱤᱠ ᱢᱮᱱ ᱠᱮᱫᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱟᱲᱟᱜ ᱛᱮ ᱾ ᱠᱟᱜᱚᱡ ᱨᱮ ᱩᱱᱠᱩ ᱯᱟᱥ, ᱵᱟᱹᱲᱛᱤ ᱡᱚᱨ ᱨᱮ ᱩᱱᱠᱩ ᱜᱮ ᱛᱷᱤᱨ ᱚᱲᱟᱜᱚᱜᱼᱟ ᱾ ᱩᱱᱠᱩ ᱫᱚᱦᱲᱟ ᱛᱟᱞᱤᱢ ᱮᱢ ᱢᱮ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,ad_hesitation_none,No hesitation flags on record.,कोई हिचकिचाहट दर्ज नहीं।,ᱡᱟᱦᱟᱸ ᱟᱲᱟᱜ ᱨᱮᱠᱚᱰ ᱵᱟᱝ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_import_bundle,Import a bundle,बंडल आयात करें,ᱵᱟᱱᱰᱚᱞ ᱟᱹᱜᱩ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_import_done,Import complete,आयात पूर्ण,ᱟᱹᱜᱩ ᱦᱩᱭ ᱮᱱᱟ,,,i18nSantali.js
4 · Supervisor surfaces,ad_import_failed,That file is not a Jaagruk bundle.,यह फ़ाइल जागरुक बंडल नहीं है।,ᱱᱚᱶᱟ ᱯᱷᱟᱭᱤᱞ ᱡᱟᱜᱨᱩᱠ ᱵᱟᱱᱰᱚᱞ ᱵᱟᱝ ᱠᱟᱱᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_import_trust,Also trust the signing devices in this bundle,इस बंडल के हस्ताक्षर डिवाइस पर भी भरोसा करें,ᱱᱚᱶᱟ ᱵᱟᱱᱰᱚᱞ ᱨᱮᱭᱟᱜ ᱥᱩᱦᱤ ᱡᱤᱱᱤᱥ ᱠᱚ ᱦᱚᱸ ᱯᱟᱛᱭᱟᱣ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_ledger_empty,No certificates have been issued on this device.,इस डिवाइस पर कोई प्रमाणपत्र जारी नहीं हुआ।,ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱨᱮ ᱡᱟᱦᱟᱸ ᱯᱚᱨᱢᱟᱱ ᱵᱟᱝ ᱮᱢ ᱞᱮᱱᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_ledger_intact,All records intact,सभी रिकॉर्ड अक्षुण्ण,ᱡᱚᱛᱚ ᱨᱮᱠᱚᱰ ᱴᱷᱤᱠ,,,i18nSantali.js
4 · Supervisor surfaces,ad_ledger_intact_to,Chain intact up to record,रिकॉर्ड तक चेन अक्षुण्ण,ᱨᱮᱠᱚᱰ ᱦᱟᱹᱵᱤᱡ ᱥᱟᱸᱠᱞᱤ ᱴᱷᱤᱠ,,,i18nSantali.js
4 · Supervisor surfaces,ad_ledger_records,records,रिकॉर्ड,ᱨᱮᱠᱚᱰ,,,i18nSantali.js
4 · Supervisor surfaces,ad_ledger_verify,Verify the whole ledger,पूरा लेजर सत्यापित करें,ᱡᱚᱛᱚ ᱞᱮᱡᱚᱨ ᱡᱟᱹᱨᱩᱭ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_oldest_open,"oldest open, days","सबसे पुराना खुला, दिन","ᱡᱟᱥᱛᱤ ᱢᱟᱨᱮ ᱡᱷᱤᱡ, ᱢᱟᱦᱟᱸ",,,i18nSantali.js
4 · Supervisor surfaces,ad_open_high,open high-severity,खुले उच्च-गंभीरता,ᱡᱷᱤᱡ ᱡᱟᱥᱛᱤ ᱡᱚᱠᱷᱚᱢ,,,i18nSantali.js
4 · Supervisor surfaces,ad_statutory_note,"Export formatted for Mines Act 1952 and Factories Act 1948 record-keeping. Readiness is reported as of the export date, not the original test date.","खान अधिनियम 1952 और कारखाना अधिनियम 1948 के अभिलेख हेतु निर्यात। तैयारी निर्यात तिथि की है, मूल परीक्षा तिथि की नहीं।","ᱠᱷᱟᱰ ᱠᱟᱱᱩᱱ 1952 ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱠᱟᱱᱩᱱ 1948 ᱨᱮᱭᱟᱜ ᱨᱮᱠᱚᱰ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱦᱨᱮ ᱠᱩᱞ ᱾ ᱛᱮᱭᱟᱨᱤ ᱫᱚ ᱵᱟᱦᱨᱮ ᱠᱩᱞ ᱢᱟᱦᱟᱸ ᱨᱮᱭᱟᱜ ᱠᱟᱱᱟ, ᱢᱟᱲᱟᱝ ᱡᱟᱹᱨᱩᱭ ᱢᱟᱦᱟᱸ ᱨᱮᱭᱟᱜ ᱵᱟᱝ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_done,Sync complete,सिंक पूर्ण,ᱥᱤᱸᱠ ᱦᱩᱭ ᱮᱱᱟ,,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_failed,Sync failed. Records are safe and queued.,सिंक विफल। रिकॉर्ड सुरक्षित और कतार में हैं।,ᱥᱤᱸᱠ ᱵᱟᱝ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾ ᱨᱮᱠᱚᱰ ᱠᱚ ᱨᱠᱷᱟ ᱨᱮ ᱟᱨ ᱵᱟᱠᱤ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_no_endpoint,"No upload URL is configured, so records stay on this device.","कोई अपलोड URL सेट नहीं है, इसलिए रिकॉर्ड इसी डिवाइस पर रहेंगे।","ᱡᱟᱦᱟᱸ ᱟᱯᱞᱳᱰ URL ᱵᱟᱝ ᱛᱮᱭᱟᱨ, ᱚᱱᱟᱛᱮ ᱨᱮᱠᱚᱰ ᱠᱚ ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱨᱮ ᱜᱮ ᱛᱟᱦᱮᱸᱱᱟ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_now,Sync now,अभी सिंक करें,ᱱᱤᱛᱚᱜ ᱥᱤᱸᱠ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_offline,This device is offline. Records will go up automatically later.,यह डिवाइस ऑफ़लाइन है। रिकॉर्ड बाद में अपने आप जाएंगे।,ᱱᱚᱶᱟ ᱡᱤᱱᱤᱥ ᱚᱯᱷᱞᱟᱭᱤᱱ ᱠᱟᱱᱟ ᱾ ᱨᱮᱠᱚᱰ ᱠᱚ ᱛᱟᱭᱚᱢ ᱟᱡᱛᱮ ᱪᱟᱞᱟᱜᱼᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,ad_sync_pending,records waiting,रिकॉर्ड बाकी,ᱨᱮᱠᱚᱰ ᱵᱟᱠᱤ,,,i18nSantali.js
4 · Supervisor surfaces,ad_tab_compliance,Compliance,अनुपालन,ᱠᱟᱱᱩᱱ ᱢᱟᱱᱟᱣ,,,i18nSantali.js
4 · Supervisor surfaces,ad_tab_hazards,Hazard board,खतरा बोर्ड,ᱡᱚᱠᱷᱚᱢ ᱵᱚᱨᱰ,,,i18nSantali.js
4 · Supervisor surfaces,ad_tab_hesitation,Hesitation risk,हिचकिचाहट जोखिम,ᱟᱲᱟᱜ ᱡᱚᱠᱷᱚᱢ,,,i18nSantali.js
4 · Supervisor surfaces,ad_tab_ledger,Ledger,लेजर,ᱞᱮᱡᱚᱨ,,,i18nSantali.js
4 · Supervisor surfaces,ad_tab_verify,Verify a QR,QR सत्यापित करें,QR ᱡᱟᱹᱨᱩᱭ,,,i18nSantali.js
4 · Supervisor surfaces,ad_worst_pause,Longest pause,सबसे लंबा ठहराव,ᱡᱟᱥᱛᱤ ᱡᱤᱞᱤᱧ ᱟᱲᱟᱜ,,,i18nSantali.js
4 · Supervisor surfaces,ad_zone_clusters,Where reports cluster,रिपोर्टें कहाँ जमा हैं,ᱠᱷᱚᱵᱚᱨ ᱠᱚ ᱚᱠᱟ ᱨᱮ ᱡᱟᱨᱣᱟ,,,i18nSantali.js
4 · Supervisor surfaces,admin_certified_workers,Certified Workers,प्रमाणित श्रमिक,ᱥᱚᱨᱴᱤᱯᱤᱠᱮᱴ ᱦᱩᱭ ᱠᱟᱱ ᱠᱟᱹᱢᱤ ᱦᱚᱲ,,,i18nSantali.js
4 · Supervisor surfaces,admin_domain_breakdown,Domain-wise Average,डोमेन-वार औसत,ᱮᱞᱟᱠᱟ ᱞᱮᱠᱟᱛᱮ ᱟᱣᱥᱚᱛ,,,i18nSantali.js
4 · Supervisor surfaces,admin_export_csv,Export CSV,सीएसवी निर्यात करें,CSV ᱵᱟᱦᱨᱮ ᱠᱩᱞ,,,i18nSantali.js
4 · Supervisor surfaces,admin_eyebrow,Admin,एडमिन,ᱮᱰᱢᱤᱱ,,,i18nSantali.js
4 · Supervisor surfaces,admin_no_certs,No certificates issued yet.,अभी तक कोई प्रमाणपत्र जारी नहीं किया गया।,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱡᱟᱦᱟᱸ ᱯᱚᱨᱢᱟᱱ ᱵᱟᱝ ᱮᱢ ᱞᱮᱱᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,admin_search,Search by name…,नाम से खोजें…,ᱧᱩᱛᱩᱢ ᱛᱮ ᱯᱟᱱᱛᱮ ᱢᱮ…,,,i18nSantali.js
4 · Supervisor surfaces,admin_title,Compliance Dashboard,अनुपालन डैशबोर्ड,ᱠᱟᱱᱩᱱ ᱢᱟᱱᱟᱣ ᱰᱮᱥᱵᱚᱨᱰ,,,i18nSantali.js
4 · Supervisor surfaces,admin_total_certs,Certificates Issued,जारी प्रमाणपत्र,ᱮᱢ ᱠᱟᱱ ᱯᱚᱨᱢᱟᱱ,,,i18nSantali.js
4 · Supervisor surfaces,anchor_assembly,Assembly point,एकत्रीकरण स्थल,ᱡᱟᱨᱣᱟ ᱴᱷᱟᱶ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_dust,Dust source,धूल स्रोत,ᱫᱷᱩᱲᱤ ᱡᱟᱭᱜᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_electrical,Electrical panel,विद्युत पैनल,ᱵᱤᱡᱩᱞᱤ ᱯᱟᱱᱮᱞ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_exit,Exit,निकास,ᱚᱰᱚᱠ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_extinguisher,Extinguisher,अग्निशामक,ᱥᱮᱸᱜᱮᱞ ᱦᱩᱭᱩᱠ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_first_aid,First aid,प्राथमिक चिकित्सा,ᱢᱟᱲᱟᱝ ᱩᱴᱷᱟᱹᱨ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_gas_zone,Gas zone,गैस क्षेत्र,ᱜᱮᱥ ᱡᱟᱭᱜᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,anchor_hazard,Hazard,खतरा,ᱡᱚᱠᱷᱚᱢ,,,i18n.js / i18nJaagruk.js
